post_id,user_id,content_type,text_length,hashtag_count,hashtags,likes,shares,comments,post_time,hour_of_day,day_of_week,follower_count,is_verified,engagement_rate,sentiment_score,sentiment_label
POST_011355,user_02664,video,570,3,#music|#fun|#travel,4,1,0,2025-04-07 11:59:03,11,Monday,128,False,0.0391,0.834,positive
POST_011356,user_03369,text,130,1,#music,0,0,0,2025-05-12 11:59:03,11,Monday,31,False,0.0,0.864,positive
POST_011357,user_03398,image,1130,2,#fashion|#work,5,0,0,2025-09-20 11:59:03,11,Saturday,205,False,0.0244,0.586,neutral
POST_011358,user_00628,text,100,1,#fashion,0,0,0,2025-05-27 11:59:03,11,Tuesday,29,False,0.0,0.726,positive
POST_011359,user_01302,video,580,0,,3,0,0,2025-06-04 11:59:03,11,Wednesday,187,False,0.016,0.789,positive
POST_011360,user_03934,video,110,0,,0,0,0,2025-07-08 11:59:03,11,Tuesday,0,False,0.0,0.483,neutral
POST_011361,user_01875,video,770,2,#food|#gaming,17,2,0,2025-09-27 11:59:03,11,Saturday,341,False,0.0557,0.733,positive
POST_011362,user_03947,video,430,5,#sports|#work|#fashion|#fun|#photography,31,6,2,2025-08-02 11:59:03,11,Saturday,749,False,0.0521,0.559,neutral
POST_011363,user_00219,text,80,0,,0,0,0,2025-07-11 11:59:03,11,Friday,93,False,0.0,0.292,negative
POST_011364,user_04720,image,600,2,#fitness|#travel,2,0,0,2025-04-15 11:59:03,11,Tuesday,204,False,0.0098,0.688,positive
POST_011365,user_04733,text,20,2,#travel|#fun,0,0,0,2025-09-13 11:59:03,11,Saturday,11,False,0.0,0.721,positive
POST_011366,user_00793,text,210,3,#tech|#work|#news,8,0,0,2025-05-06 11:59:03,11,Tuesday,1001,False,0.008,0.737,positive
POST_011367,user_02034,video,680,0,,0,0,0,2025-06-11 11:59:03,11,Wednesday,8,True,0.0,0.74,positive
POST_011368,user_03803,text,60,3,#fun|#food|#nature,0,0,0,2025-06-09 11:59:03,11,Monday,51,False,0.0,0.786,positive
POST_011369,user_03086,video,110,1,#music,0,0,0,2025-08-02 11:59:03,11,Saturday,2,False,0.0,0.861,positive
POST_011370,user_03458,image,910,1,#work,4,0,0,2025-06-20 11:59:03,11,Friday,190,False,0.0211,0.532,neutral
POST_011371,user_00518,text,450,2,#travel|#news,0,0,0,2025-08-18 11:59:03,11,Monday,32,False,0.0,0.907,positive
POST_011372,user_04719,video,60,1,#nature,1,0,0,2025-08-09 11:59:03,11,Saturday,98,False,0.0102,0.892,positive
POST_011373,user_02621,text,220,0,,0,0,0,2025-05-12 11:59:03,11,Monday,23,True,0.0,0.752,positive
POST_011374,user_01685,text,50,1,#fun,11,3,0,2025-06-14 11:59:03,11,Saturday,1699,False,0.0082,0.793,positive
POST_011375,user_02022,text,410,0,,0,0,0,2025-06-23 11:59:03,11,Monday,8,False,0.0,0.933,positive
POST_011376,user_00850,image,380,0,,13,4,0,2025-09-26 11:59:03,11,Friday,576,False,0.0295,0.804,positive
POST_011377,user_03701,image,2100,1,#fashion,0,0,0,2025-05-06 11:59:03,11,Tuesday,13,False,0.0,0.883,positive
POST_011378,user_04156,text,80,3,#fashion|#gaming|#fun,0,0,0,2025-07-09 11:59:03,11,Wednesday,83,False,0.0,0.853,positive
POST_011379,user_01603,image,110,1,#fashion,1,0,0,2025-05-25 11:59:03,11,Sunday,50,False,0.02,0.889,positive
POST_011380,user_02273,image,90,3,#photography|#nature|#travel,7,1,0,2025-04-05 11:59:03,11,Saturday,149,False,0.0537,0.721,positive
POST_011381,user_01473,text,490,2,#fitness|#tech,17,2,0,2025-07-23 11:59:03,11,Wednesday,2119,False,0.009,0.883,positive
POST_011382,user_00070,link,150,2,#food|#fun,8,0,0,2025-07-25 11:59:03,11,Friday,948,False,0.0084,0.65,positive
POST_011383,user_03659,image,20,4,#tech|#nature|#fun|#news,3,0,0,2025-09-14 11:59:03,11,Sunday,73,False,0.0411,0.508,neutral
POST_011384,user_03955,image,30,3,#life|#fun|#music,0,0,0,2025-04-27 11:59:03,11,Sunday,54,False,0.0,0.677,positive
POST_011385,user_01967,text,170,4,#art|#food|#photography|#music,0,0,0,2025-06-21 11:59:03,11,Saturday,4,False,0.0,0.948,positive
POST_011386,user_04220,video,130,1,#life,0,0,0,2025-07-16 11:59:03,11,Wednesday,34,False,0.0,0.812,positive
POST_011387,user_00739,text,610,3,#work|#nature|#tech,26,6,0,2025-04-20 11:59:03,11,Sunday,2694,False,0.0119,0.838,positive
POST_011388,user_00702,text,950,0,,0,0,0,2025-06-05 11:59:03,11,Thursday,89,False,0.0,0.81,positive
POST_011389,user_01330,text,1330,1,#music,0,0,0,2025-04-03 11:59:03,11,Thursday,0,False,0.0,0.862,positive
POST_011390,user_03546,text,240,2,#news|#photography,0,0,0,2025-05-08 11:59:03,11,Thursday,87,False,0.0,0.873,positive
POST_011391,user_01215,text,180,3,#news|#music|#fitness,32,2,1,2025-05-05 11:59:03,11,Monday,41,False,0.8537,0.948,positive
POST_011392,user_00809,image,670,0,,1,0,0,2025-08-31 11:59:03,11,Sunday,23,False,0.0435,0.689,positive
POST_011393,user_04523,link,180,1,#nature,1,0,0,2025-04-05 11:59:03,11,Saturday,33,False,0.0303,0.722,positive
POST_011394,user_04121,text,420,1,#work,7,1,0,2025-07-12 11:59:03,11,Saturday,1543,False,0.0052,0.927,positive
POST_011395,user_03622,video,290,1,#fashion,4,0,0,2025-08-04 11:59:03,11,Monday,45,False,0.0889,0.702,positive
POST_011396,user_00781,video,20,2,#photography|#life,0,0,0,2025-05-23 11:59:03,11,Friday,11,False,0.0,0.972,positive
POST_011397,user_01816,video,180,2,#fitness|#tech,0,0,0,2025-04-07 11:59:03,11,Monday,7,False,0.0,0.746,positive
POST_011398,user_03161,image,890,2,#food|#fashion,1,0,0,2025-04-29 11:59:03,11,Tuesday,48,False,0.0208,0.941,positive
POST_011399,user_02667,text,700,2,#tech|#fashion,0,0,0,2025-05-15 11:59:03,11,Thursday,2,False,0.0,0.723,positive
POST_011400,user_04914,image,140,1,#fashion,1,0,0,2025-05-05 11:59:03,11,Monday,4,False,0.25,0.727,positive
POST_011401,user_00471,image,480,2,#fitness|#fashion,2,0,0,2025-07-04 11:59:03,11,Friday,56,False,0.0357,0.354,negative
POST_011402,user_00124,text,150,0,,46,22,0,2025-08-22 11:59:03,11,Friday,4299,False,0.0158,0.659,positive
POST_011403,user_04854,image,740,1,#fashion,23,2,3,2025-04-19 11:59:03,11,Saturday,771,False,0.0363,0.843,positive
POST_011404,user_00560,video,150,3,#life|#art|#fun,1,0,0,2025-05-30 11:59:03,11,Friday,36,False,0.0278,0.757,positive
POST_011405,user_00479,text,370,2,#nature|#travel,0,0,0,2025-07-17 11:59:03,11,Thursday,22,False,0.0,0.825,positive
POST_011406,user_00512,video,990,4,#food|#music|#nature|#fun,4,1,0,2025-08-12 11:59:03,11,Tuesday,117,False,0.0427,0.767,positive
POST_011407,user_03683,video,430,1,#fun,371,35,22,2025-08-27 11:59:03,11,Wednesday,9481,False,0.0451,0.868,positive
POST_011408,user_03139,text,770,0,,2,0,0,2025-06-01 11:59:03,11,Sunday,202,False,0.0099,0.79,positive
POST_011409,user_03081,image,290,2,#news|#nature,4,0,0,2025-08-24 11:59:03,11,Sunday,156,False,0.0256,0.692,positive
POST_011410,user_01803,video,90,0,,13,4,0,2025-06-17 11:59:03,11,Tuesday,317,False,0.0536,0.93,positive
POST_011411,user_04440,link,770,2,#nature|#news,0,0,0,2025-05-30 11:59:03,11,Friday,51,False,0.0,0.403,neutral
POST_011412,user_03839,video,210,1,#news,5,0,0,2025-06-14 11:59:03,11,Saturday,191,False,0.0262,0.617,positive
POST_011413,user_01056,text,790,4,#food|#photography|#gaming|#fun,0,0,0,2025-05-22 11:59:03,11,Thursday,7,False,0.0,0.949,positive
POST_011414,user_00180,image,770,1,#news,0,0,0,2025-04-09 11:59:03,11,Wednesday,21,False,0.0,0.764,positive
POST_011415,user_04504,video,50,3,#music|#tech|#photography,20,3,0,2025-04-03 11:59:03,11,Thursday,381,False,0.0604,0.616,positive
POST_011416,user_02067,text,100,0,,0,0,0,2025-09-14 11:59:03,11,Sunday,33,False,0.0,0.675,positive
POST_011417,user_00282,text,1110,3,#travel|#tech|#work,1,0,0,2025-07-18 11:59:03,11,Friday,36,False,0.0278,0.677,positive
POST_011418,user_04287,image,340,2,#news|#gaming,1,0,0,2025-04-21 11:59:03,11,Monday,71,False,0.0141,0.483,neutral
POST_011419,user_01183,link,240,1,#travel,2,0,0,2025-09-21 11:59:03,11,Sunday,189,True,0.0106,0.88,positive
POST_011420,user_03517,text,500,1,#photography,13,3,0,2025-08-18 11:59:03,11,Monday,1045,False,0.0153,0.871,positive
POST_011421,user_04878,image,230,1,#fashion,2,0,0,2025-08-31 11:59:03,11,Sunday,100,False,0.02,0.773,positive
POST_011422,user_04644,image,120,1,#life,57,12,4,2025-04-27 11:59:03,11,Sunday,2300,False,0.0317,0.904,positive
POST_011423,user_01613,text,590,2,#nature|#tech,0,0,0,2025-07-30 11:59:03,11,Wednesday,10,False,0.0,0.819,positive
POST_011424,user_02692,image,500,1,#sports,11,1,2,2025-07-01 11:59:03,11,Tuesday,445,False,0.0315,0.748,positive
POST_011425,user_00778,image,340,6,#tech|#work|#fashion|#nature|#news|#gaming,0,0,0,2025-04-10 11:59:03,11,Thursday,86,False,0.0,0.813,positive
POST_011426,user_03086,text,420,2,#fun|#news,0,0,0,2025-04-21 11:59:03,11,Monday,2,False,0.0,0.835,positive
POST_011427,user_01443,text,480,2,#fitness|#food,0,0,0,2025-05-01 11:59:03,11,Thursday,20,False,0.0,0.951,positive
POST_011428,user_03538,video,610,1,#music,16,1,0,2025-04-24 11:59:03,11,Thursday,330,False,0.0515,0.883,positive
POST_011429,user_01387,image,70,2,#work|#photography,6,1,0,2025-08-11 11:59:03,11,Monday,268,False,0.0261,0.571,neutral
POST_011430,user_01043,video,80,1,#fun,19,0,0,2025-09-25 11:59:03,11,Thursday,463,False,0.041,0.733,positive
POST_011431,user_00244,image,210,1,#sports,0,0,0,2025-06-27 11:59:03,11,Friday,87,False,0.0,0.621,positive
POST_011432,user_01740,image,280,1,#nature,12,2,1,2025-07-14 11:59:03,11,Monday,467,False,0.0321,0.853,positive
POST_011433,user_02515,image,80,1,#life,19,7,0,2025-09-17 11:59:03,11,Wednesday,1045,False,0.0249,0.763,positive
POST_011434,user_04390,image,220,3,#music|#food|#fitness,121,28,3,2025-09-23 11:59:03,11,Tuesday,4130,False,0.0368,0.827,positive
POST_011435,user_00991,text,190,1,#nature,1,0,0,2025-06-25 11:59:03,11,Wednesday,174,False,0.0057,0.764,positive
POST_011436,user_00544,text,340,3,#life|#tech|#fitness,1,0,0,2025-05-20 11:59:03,11,Tuesday,41,False,0.0244,0.85,positive
POST_011437,user_03580,text,2510,2,#travel|#fashion,0,0,0,2025-09-17 11:59:03,11,Wednesday,24,False,0.0,0.697,positive
POST_011438,user_02348,text,960,0,,15,2,0,2025-05-21 11:59:03,11,Wednesday,2365,False,0.0072,0.735,positive
POST_011439,user_01819,text,310,2,#fun|#music,0,0,0,2025-07-14 11:59:03,11,Monday,1,False,0.0,0.236,negative
POST_011440,user_00286,video,150,0,,1,0,0,2025-05-16 11:59:03,11,Friday,32,False,0.0312,0.823,positive
POST_011441,user_02878,text,800,0,,0,0,0,2025-06-01 11:59:03,11,Sunday,109,False,0.0,0.787,positive
POST_011442,user_01056,text,600,2,#fitness|#news,1,0,0,2025-07-23 11:59:03,11,Wednesday,7,False,0.1429,0.864,positive
POST_011443,user_01801,text,110,5,#food|#music|#fun|#tech|#news,3,0,0,2025-05-22 11:59:03,11,Thursday,206,False,0.0146,0.829,positive
POST_011444,user_02529,image,750,1,#sports,1,0,0,2025-04-06 11:59:03,11,Sunday,10,False,0.1,0.803,positive
POST_011445,user_02843,link,1080,0,,4,0,0,2025-08-17 11:59:03,11,Sunday,902,False,0.0044,0.559,neutral
POST_011446,user_03818,text,190,0,,7,1,0,2025-08-08 11:59:03,11,Friday,702,False,0.0114,0.822,positive
POST_011447,user_02100,image,1690,3,#gaming|#travel|#work,0,0,0,2025-09-17 11:59:03,11,Wednesday,44,False,0.0,0.464,neutral
POST_011448,user_04115,link,110,0,,4,0,0,2025-07-05 11:59:03,11,Saturday,1036,False,0.0039,0.732,positive
POST_011449,user_01955,video,1320,2,#gaming|#work,16,2,0,2025-08-17 11:59:03,11,Sunday,567,False,0.0317,0.841,positive
POST_011450,user_00276,image,920,5,#fashion|#work|#tech|#news|#food,4,0,0,2025-06-14 11:59:03,11,Saturday,78,False,0.0513,0.576,neutral
POST_011451,user_01717,text,480,1,#news,2,0,0,2025-05-04 11:59:03,11,Sunday,135,False,0.0148,0.89,positive
POST_011452,user_03022,image,650,4,#photography|#work|#fitness|#life,0,0,0,2025-04-07 11:59:03,11,Monday,15,False,0.0,0.861,positive
POST_011453,user_00810,image,340,0,,2,0,0,2025-09-20 11:59:03,11,Saturday,127,False,0.0157,0.878,positive
POST_011454,user_03639,video,220,2,#gaming|#work,10,3,1,2025-08-09 11:59:03,11,Saturday,173,False,0.0809,0.81,positive
POST_011455,user_03833,text,170,0,,0,0,0,2025-08-19 11:59:03,11,Tuesday,8,False,0.0,0.644,positive
POST_011456,user_01106,image,20,0,,0,0,0,2025-05-01 11:59:03,11,Thursday,1,False,0.0,0.809,positive
POST_011457,user_02267,text,320,1,#sports,0,0,0,2025-08-19 11:59:03,11,Tuesday,66,False,0.0,0.849,positive
POST_011458,user_00354,video,970,2,#travel|#tech,10,4,0,2025-08-19 11:59:03,11,Tuesday,213,False,0.0657,0.613,positive
POST_011459,user_02441,text,960,2,#nature|#tech,1,0,0,2025-08-24 11:59:03,11,Sunday,150,False,0.0067,0.342,negative
POST_011460,user_04094,image,870,2,#music|#food,1,0,0,2025-08-11 11:59:03,11,Monday,24,False,0.0417,0.672,positive
POST_011461,user_02010,video,260,0,,16,0,2,2025-05-20 11:59:03,11,Tuesday,270,False,0.0667,0.757,positive
POST_011462,user_03174,text,1050,1,#food,0,0,0,2025-05-28 11:59:03,11,Wednesday,4,False,0.0,0.901,positive
POST_011463,user_04301,link,140,4,#work|#fun|#travel|#art,2,0,0,2025-08-21 11:59:03,11,Thursday,125,False,0.016,0.889,positive
POST_011464,user_02994,text,450,3,#gaming|#life|#fun,0,0,0,2025-05-12 11:59:03,11,Monday,18,False,0.0,0.772,positive
POST_011465,user_00364,image,900,0,,0,0,0,2025-06-18 11:59:03,11,Wednesday,57,False,0.0,0.638,positive
POST_011466,user_00594,image,90,1,#art,0,0,0,2025-09-13 11:59:03,11,Saturday,15,False,0.0,0.764,positive
POST_011467,user_01318,image,270,3,#gaming|#fitness|#news,0,0,0,2025-04-08 11:59:03,11,Tuesday,187,False,0.0,0.87,positive
POST_011468,user_01641,image,410,1,#gaming,8,2,0,2025-09-21 11:59:03,11,Sunday,250,False,0.04,0.863,positive
POST_011469,user_03549,text,100,1,#sports,30,9,2,2025-07-08 11:59:03,11,Tuesday,1719,False,0.0239,0.633,positive
POST_011470,user_00005,text,430,0,,1,0,0,2025-08-17 11:59:03,11,Sunday,45,False,0.0222,0.93,positive
POST_011471,user_02920,text,360,0,,1,0,0,2025-04-09 11:59:03,11,Wednesday,49,False,0.0204,0.624,positive
POST_011472,user_02374,video,1330,1,#sports,1,0,0,2025-09-12 11:59:03,11,Friday,43,False,0.0233,0.587,neutral
POST_011473,user_02064,text,140,2,#travel|#fun,0,0,0,2025-08-08 11:59:03,11,Friday,121,False,0.0,0.856,positive
POST_011474,user_01493,text,90,2,#travel|#sports,0,0,0,2025-07-28 11:59:03,11,Monday,13,False,0.0,0.836,positive
POST_011475,user_01337,image,890,3,#fitness|#music|#sports,0,0,0,2025-09-21 11:59:03,11,Sunday,15,False,0.0,0.905,positive
POST_011476,user_00611,text,300,4,#nature|#work|#sports|#fashion,0,0,0,2025-06-18 11:59:03,11,Wednesday,21,False,0.0,0.589,neutral
POST_011477,user_02533,text,290,1,#news,3,0,0,2025-09-03 11:59:03,11,Wednesday,117,False,0.0256,0.944,positive
POST_011478,user_03492,image,1030,2,#life|#photography,1,0,0,2025-06-10 11:59:03,11,Tuesday,26,False,0.0385,0.963,positive
POST_011479,user_04882,link,330,0,,1,0,0,2025-09-01 11:59:03,11,Monday,73,False,0.0137,0.853,positive
POST_011480,user_02523,image,510,3,#gaming|#tech|#news,0,0,0,2025-04-17 11:59:03,11,Thursday,10,False,0.0,0.616,positive
POST_011481,user_01566,text,270,2,#gaming|#sports,20,2,3,2025-04-14 11:59:03,11,Monday,3428,False,0.0073,0.736,positive
POST_011482,user_02090,text,290,2,#food|#art,8,0,0,2025-07-09 11:59:03,11,Wednesday,1335,False,0.006,0.914,positive
POST_011483,user_04070,text,1030,2,#travel|#work,1,0,0,2025-06-23 11:59:03,11,Monday,73,False,0.0137,0.73,positive
POST_011484,user_04294,image,210,1,#gaming,8,0,0,2025-09-06 11:59:03,11,Saturday,175,False,0.0457,0.895,positive
POST_011485,user_00685,text,550,0,,0,0,0,2025-05-10 11:59:03,11,Saturday,10,False,0.0,0.836,positive
POST_011486,user_01145,text,780,2,#music|#gaming,224,79,12,2025-09-27 11:59:03,11,Saturday,1313,False,0.2399,0.259,negative
POST_011487,user_00944,image,750,0,,21,1,0,2025-07-28 11:59:03,11,Monday,832,False,0.0264,0.795,positive
POST_011488,user_04290,video,830,1,#gaming,0,0,0,2025-09-21 11:59:03,11,Sunday,2,False,0.0,0.973,positive
POST_011489,user_02660,video,270,2,#fun|#travel,4,1,0,2025-04-06 11:59:03,11,Sunday,77,False,0.0649,0.962,positive
POST_011490,user_00356,link,490,0,,0,0,0,2025-09-28 11:59:03,11,Sunday,17,False,0.0,0.794,positive
POST_011491,user_04992,video,470,4,#music|#tech|#news|#gaming,8,1,0,2025-07-22 11:59:03,11,Tuesday,138,False,0.0652,0.709,positive
POST_011492,user_04045,image,450,1,#travel,5,0,0,2025-08-23 11:59:03,11,Saturday,316,False,0.0158,0.772,positive
POST_011493,user_04663,text,170,2,#food|#gaming,2,0,0,2025-08-18 11:59:03,11,Monday,60,True,0.0333,0.773,positive
POST_011494,user_00575,video,320,1,#food,9,1,3,2025-05-05 11:59:03,11,Monday,133,False,0.0977,0.839,positive
POST_011495,user_03499,video,430,1,#fashion,15,7,0,2025-06-23 11:59:03,11,Monday,330,False,0.0667,0.937,positive
POST_011496,user_01489,text,460,1,#work,1,0,0,2025-04-19 11:59:03,11,Saturday,114,False,0.0088,0.513,neutral
POST_011497,user_04008,text,590,1,#sports,7,2,0,2025-07-08 11:59:03,11,Tuesday,1345,False,0.0067,0.852,positive
POST_011498,user_00014,text,650,1,#fashion,5,0,0,2025-08-07 11:59:03,11,Thursday,646,False,0.0077,0.753,positive
POST_011499,user_01016,link,1140,2,#fun|#travel,0,0,0,2025-05-18 11:59:03,11,Sunday,29,False,0.0,0.687,positive
POST_011500,user_01513,image,830,0,,4,1,0,2025-07-11 11:59:03,11,Friday,148,False,0.0338,0.77,positive
POST_011501,user_04364,image,300,1,#fun,3,0,0,2025-05-23 11:59:03,11,Friday,163,False,0.0184,0.934,positive
POST_011502,user_03115,text,340,6,#fashion|#fitness|#news|#work|#travel|#life,3,0,0,2025-04-08 11:59:03,11,Tuesday,631,False,0.0048,0.799,positive
POST_011503,user_02499,image,280,0,,0,0,0,2025-04-14 11:59:03,11,Monday,31,False,0.0,0.815,positive
POST_011504,user_02522,text,230,4,#sports|#food|#music|#life,51,5,1,2025-04-09 11:59:03,11,Wednesday,4910,False,0.0116,0.672,positive
POST_011505,user_01432,image,360,3,#sports|#gaming|#fashion,10,0,0,2025-07-19 11:59:03,11,Saturday,394,False,0.0254,0.779,positive
POST_011506,user_02806,text,1110,1,#news,1,0,0,2025-07-15 11:59:03,11,Tuesday,26,False,0.0385,0.903,positive
POST_011507,user_03396,link,80,2,#art|#tech,0,0,0,2025-08-11 11:59:03,11,Monday,3,False,0.0,0.788,positive
POST_011508,user_00515,image,20,1,#travel,12,2,0,2025-07-19 11:59:03,11,Saturday,464,False,0.0302,0.519,neutral
POST_011509,user_01055,link,50,0,,1,0,0,2025-05-03 11:59:03,11,Saturday,139,False,0.0072,0.492,neutral
POST_011510,user_01607,image,160,2,#photography|#nature,3,0,0,2025-04-13 11:59:03,11,Sunday,91,False,0.033,0.635,positive
POST_011511,user_03038,video,240,1,#nature,9,1,0,2025-04-11 11:59:03,11,Friday,124,False,0.0806,0.904,positive
POST_011512,user_03836,text,500,1,#work,3,0,0,2025-09-19 11:59:03,11,Friday,207,False,0.0145,0.618,positive
POST_011513,user_01689,image,60,0,,1,0,0,2025-09-11 11:59:03,11,Thursday,18,False,0.0556,0.878,positive
POST_011514,user_01162,image,10,0,,0,0,0,2025-05-21 11:59:03,11,Wednesday,60,False,0.0,0.541,neutral
POST_011515,user_00654,video,140,0,,17,2,0,2025-05-26 11:59:03,11,Monday,422,False,0.045,0.779,positive
POST_011516,user_02011,text,1210,2,#life|#nature,1,0,0,2025-05-23 11:59:03,11,Friday,190,False,0.0053,0.928,positive
POST_011517,user_00266,image,180,3,#gaming|#fashion|#nature,2,0,0,2025-06-18 11:59:03,11,Wednesday,63,False,0.0317,0.607,positive
POST_011518,user_02934,video,740,3,#travel|#gaming|#fashion,6,0,0,2025-04-13 11:59:03,11,Sunday,96,True,0.0625,0.936,positive
POST_011519,user_04196,text,610,0,,2,0,0,2025-09-07 11:59:03,11,Sunday,284,False,0.007,0.833,positive
POST_011520,user_01616,image,670,0,,3,1,0,2025-08-11 11:59:03,11,Monday,160,False,0.025,0.772,positive
POST_011521,user_04274,image,590,1,#sports,0,0,0,2025-09-20 11:59:03,11,Saturday,45,False,0.0,0.815,positive
POST_011522,user_01935,link,820,1,#news,55,22,6,2025-08-22 11:59:03,11,Friday,6653,False,0.0125,0.663,positive
POST_011523,user_04273,text,1400,1,#fun,0,0,0,2025-04-08 11:59:03,11,Tuesday,62,False,0.0,0.832,positive
POST_011524,user_01229,text,210,1,#gaming,1,0,0,2025-08-25 11:59:03,11,Monday,96,False,0.0104,0.832,positive
POST_011525,user_00321,text,1210,1,#fitness,1,0,0,2025-09-07 11:59:03,11,Sunday,26,False,0.0385,0.581,neutral
POST_011526,user_03228,video,130,2,#fun|#nature,2,0,0,2025-06-17 11:59:03,11,Tuesday,19,False,0.1053,0.629,positive
POST_011527,user_02725,text,1700,2,#art|#fun,0,0,0,2025-09-03 11:59:03,11,Wednesday,145,False,0.0,0.725,positive
POST_011528,user_03326,video,1270,2,#music|#news,7,0,0,2025-04-05 11:59:03,11,Saturday,85,False,0.0824,0.792,positive
POST_011529,user_01573,video,610,0,,1,0,0,2025-06-10 11:59:03,11,Tuesday,5,False,0.2,0.694,positive
POST_011530,user_03605,video,1320,0,,3,0,0,2025-09-21 11:59:03,11,Sunday,43,False,0.0698,0.689,positive
POST_011531,user_04094,link,240,1,#nature,0,0,0,2025-08-25 11:59:03,11,Monday,24,False,0.0,0.59,neutral
POST_011532,user_04177,image,180,3,#sports|#photography|#food,0,0,0,2025-09-26 11:59:03,11,Friday,15,False,0.0,0.861,positive
POST_011533,user_00995,link,100,3,#fashion|#life|#work,1,0,0,2025-08-26 11:59:03,11,Tuesday,101,False,0.0099,0.71,positive
POST_011534,user_03791,text,460,3,#tech|#fashion|#photography,7,2,0,2025-08-20 11:59:03,11,Wednesday,1227,False,0.0073,0.712,positive
POST_011535,user_00899,text,10,1,#art,2,0,0,2025-07-23 11:59:03,11,Wednesday,149,False,0.0134,0.523,neutral
POST_011536,user_04757,image,470,2,#fitness|#photography,0,0,0,2025-07-23 11:59:03,11,Wednesday,0,False,0.0,0.741,positive
POST_011537,user_01499,text,780,4,#tech|#fitness|#art|#nature,1,0,0,2025-07-09 11:59:03,11,Wednesday,43,False,0.0233,0.622,positive
POST_011538,user_01343,video,450,1,#news,4,0,0,2025-06-12 11:59:03,11,Thursday,86,False,0.0465,0.72,positive
POST_011539,user_00479,image,870,1,#music,0,0,0,2025-05-22 11:59:03,11,Thursday,22,False,0.0,0.894,positive
POST_011540,user_04942,text,1020,0,,3,0,0,2025-09-18 11:59:03,11,Thursday,134,True,0.0224,0.647,positive
POST_011541,user_04168,link,240,1,#fashion,0,0,0,2025-06-18 11:59:03,11,Wednesday,1,False,0.0,0.482,neutral
POST_011542,user_04341,video,620,1,#sports,0,0,0,2025-06-02 11:59:03,11,Monday,1,False,0.0,0.703,positive
POST_011543,user_02788,image,1110,3,#life|#photography|#news,0,0,0,2025-07-29 11:59:03,11,Tuesday,27,False,0.0,0.764,positive
POST_011544,user_04545,link,1000,2,#gaming|#art,0,0,0,2025-08-13 11:59:03,11,Wednesday,5,False,0.0,0.64,positive
POST_011545,user_02235,text,150,0,,0,0,0,2025-04-17 11:59:03,11,Thursday,31,False,0.0,0.852,positive
POST_011546,user_02852,text,360,3,#news|#work|#nature,3,0,0,2025-06-06 11:59:03,11,Friday,192,False,0.0156,0.8,positive
POST_011547,user_04537,text,1290,2,#gaming|#work,0,0,0,2025-09-27 11:59:03,11,Saturday,4,False,0.0,0.952,positive
POST_011548,user_00711,text,240,1,#nature,3,0,0,2025-06-21 11:59:03,11,Saturday,361,False,0.0083,0.656,positive
POST_011549,user_03096,link,20,1,#fun,0,0,0,2025-04-03 11:59:03,11,Thursday,40,False,0.0,0.71,positive
POST_011550,user_04486,text,50,0,,0,0,0,2025-05-15 11:59:03,11,Thursday,57,False,0.0,0.47,neutral
POST_011551,user_04691,text,1130,3,#fun|#music|#news,13,2,0,2025-05-29 11:59:03,11,Thursday,1855,False,0.0081,0.812,positive
POST_011552,user_03525,video,270,3,#sports|#news|#life,6,1,0,2025-05-29 11:59:03,11,Thursday,217,False,0.0323,0.991,positive
POST_011553,user_02121,text,30,1,#art,1,0,0,2025-07-03 11:59:03,11,Thursday,78,False,0.0128,0.923,positive
POST_011554,user_00508,image,710,5,#food|#work|#fitness|#music|#travel,2,0,0,2025-07-28 11:59:03,11,Monday,176,False,0.0114,0.858,positive
POST_011555,user_02726,video,560,1,#news,6,0,0,2025-05-25 11:59:03,11,Sunday,82,False,0.0732,0.774,positive
POST_011556,user_02980,video,960,5,#art|#tech|#work|#gaming|#photography,2,0,0,2025-06-25 11:59:03,11,Wednesday,26,False,0.0769,0.764,positive
POST_011557,user_01754,text,240,1,#sports,3,0,0,2025-09-08 11:59:03,11,Monday,298,False,0.0101,0.751,positive
POST_011558,user_03843,video,260,3,#gaming|#sports|#music,2,0,0,2025-09-11 11:59:03,11,Thursday,56,False,0.0357,0.724,positive
POST_011559,user_00639,video,160,2,#travel|#sports,36,22,0,2025-09-01 11:59:03,11,Monday,705,False,0.0823,0.754,positive
POST_011560,user_01365,image,810,1,#art,9,1,0,2025-04-18 11:59:03,11,Friday,455,False,0.022,0.893,positive
POST_011561,user_02863,video,510,1,#nature,0,0,0,2025-07-28 11:59:03,11,Monday,6,False,0.0,0.754,positive
POST_011562,user_02382,video,190,2,#life|#fashion,3,0,0,2025-05-27 11:59:03,11,Tuesday,34,False,0.0882,0.862,positive
POST_011563,user_02139,video,80,2,#fashion|#travel,0,0,0,2025-07-21 11:59:03,11,Monday,39,False,0.0,0.708,positive
POST_011564,user_00119,image,1500,2,#music|#tech,33,7,0,2025-08-07 11:59:03,11,Thursday,1310,False,0.0305,0.815,positive
POST_011565,user_02444,video,1150,1,#fashion,1,0,0,2025-04-21 11:59:03,11,Monday,10,False,0.1,0.777,positive
POST_011566,user_01107,text,440,0,,38,15,0,2025-06-14 11:59:03,11,Saturday,2433,False,0.0218,0.739,positive
POST_011567,user_00481,text,140,3,#photography|#music|#travel,1,0,0,2025-04-14 11:59:03,11,Monday,142,True,0.007,0.809,positive
